case_id;task;resource;start_time;completion_time
application_received1334;application_received;;2023-01-29 22:20:45.768028;2023-01-29 22:20:45.768028
application_received1335;application_received;;2023-01-29 22:21:23.434170;2023-01-29 22:21:23.434170
application_received1336;application_received;;2023-01-29 22:29:15.936745;2023-01-29 22:29:15.936745
application_received1331;credit_check;analyst9;2023-01-29 21:32:27.026755;2023-01-29 22:30:30.252475
application_received1330;risk_assessment;risk7;2023-01-29 21:25:10.261742;2023-01-29 22:32:25.066222
application_received1330;application_approved;;2023-01-29 22:32:25.066222;2023-01-29 22:32:25.066222
application_received1337;application_received;;2023-01-29 22:34:27.342403;2023-01-29 22:34:27.342403
application_received1335;review_application;officer1;2023-01-29 22:21:23.434170;2023-01-29 22:38:56.735822
application_received1334;review_application;officer4;2023-01-29 22:20:45.768028;2023-01-29 22:40:18.130563
application_received1331;document_verification;verifier5;2023-01-29 22:30:30.252475;2023-01-29 22:41:38.532068
application_received1329;risk_assessment;risk6;2023-01-29 21:34:47.678203;2023-01-29 22:42:45.348505
application_received1329;application_approved;;2023-01-29 22:42:45.348505;2023-01-29 22:42:45.348505
application_received1338;application_received;;2023-01-29 22:42:50.208746;2023-01-29 22:42:50.208746
application_received1336;review_application;officer3;2023-01-29 22:29:15.936745;2023-01-29 22:47:21.113403
application_received1332;credit_check;analyst5;2023-01-29 21:50:19.096349;2023-01-29 22:49:12.130084
application_received1337;review_application;officer5;2023-01-29 22:34:27.342403;2023-01-29 22:52:37.350885
application_received1332;document_verification;verifier4;2023-01-29 22:49:12.130084;2023-01-29 23:00:07.548302
application_received1338;review_application;officer2;2023-01-29 22:42:50.208746;2023-01-29 23:01:51.086552
application_received1333;credit_check;analyst8;2023-01-29 21:54:49.088839;2023-01-29 23:04:05.495905
application_received1333;document_verification;verifier2;2023-01-29 23:04:05.495905;2023-01-29 23:15:35.307217
application_received1331;risk_assessment;risk8;2023-01-29 22:30:30.252475;2023-01-29 23:35:57.967562
application_received1331;application_rejected;;2023-01-29 23:35:57.967562;2023-01-29 23:35:57.967562
application_received1335;credit_check;analyst3;2023-01-29 22:38:56.735822;2023-01-29 23:39:55.179863
application_received1334;credit_check;analyst10;2023-01-29 22:40:18.130563;2023-01-29 23:40:30.917374
application_received1337;credit_check;analyst6;2023-01-29 22:52:37.350885;2023-01-29 23:50:12.486334
application_received1334;document_verification;verifier3;2023-01-29 23:40:30.917374;2023-01-29 23:51:21.455108
application_received1335;document_verification;verifier1;2023-01-29 23:39:55.179863;2023-01-29 23:51:34.870655
application_received1332;risk_assessment;risk1;2023-01-29 22:49:12.130084;2023-01-29 23:58:33.284535
application_received1332;application_rejected;;2023-01-29 23:58:33.284535;2023-01-29 23:58:33.284535
application_received1336;credit_check;analyst2;2023-01-29 22:47:21.113403;2023-01-30 00:00:19.774164
application_received1337;document_verification;verifier5;2023-01-29 23:50:12.486334;2023-01-30 00:00:38.868412
application_received1336;document_verification;verifier4;2023-01-30 00:00:19.774164;2023-01-30 00:10:54.227438
application_received1338;credit_check;analyst1;2023-01-29 23:01:51.086552;2023-01-30 00:13:54.055965
application_received1333;risk_assessment;risk5;2023-01-29 23:04:05.495905;2023-01-30 00:17:57.000479
application_received1333;application_approved;;2023-01-30 00:17:57.000479;2023-01-30 00:17:57.000479
application_received1338;document_verification;verifier2;2023-01-30 00:13:54.055965;2023-01-30 00:26:43.115036
application_received1339;application_received;;2023-01-30 00:28:28.169134;2023-01-30 00:28:28.169134
application_received1340;application_received;;2023-01-30 00:33:04.924116;2023-01-30 00:33:04.924116
application_received1334;risk_assessment;risk9;2023-01-29 23:40:30.917374;2023-01-30 00:42:57.861391
application_received1334;application_approved;;2023-01-30 00:42:57.861391;2023-01-30 00:42:57.861391
application_received1335;risk_assessment;risk4;2023-01-29 23:39:55.179863;2023-01-30 00:44:36.401537
application_received1335;application_approved;;2023-01-30 00:44:36.401537;2023-01-30 00:44:36.401537
application_received1339;review_application;officer1;2023-01-30 00:28:28.169134;2023-01-30 00:46:30.882937
application_received1337;risk_assessment;risk10;2023-01-29 23:50:12.486334;2023-01-30 00:47:32.503832
application_received1337;application_approved;;2023-01-30 00:47:32.503832;2023-01-30 00:47:32.503832
application_received1340;review_application;officer4;2023-01-30 00:33:04.924116;2023-01-30 00:57:33.578678
application_received1338;risk_assessment;risk3;2023-01-30 00:13:54.055965;2023-01-30 01:12:45.346595
application_received1338;application_approved;;2023-01-30 01:12:45.346595;2023-01-30 01:12:45.346595
application_received1336;risk_assessment;risk2;2023-01-30 00:00:19.774164;2023-01-30 01:14:57.536758
application_received1336;application_approved;;2023-01-30 01:14:57.536758;2023-01-30 01:14:57.536758
application_received1341;application_received;;2023-01-30 01:25:41.189815;2023-01-30 01:25:41.189815
application_received1341;review_application;officer3;2023-01-30 01:25:41.189815;2023-01-30 01:46:29.969386
application_received1342;application_received;;2023-01-30 01:47:14.423276;2023-01-30 01:47:14.423276
application_received1343;application_received;;2023-01-30 01:54:36.452193;2023-01-30 01:54:36.452193
application_received1344;application_received;;2023-01-30 01:55:35.017301;2023-01-30 01:55:35.017301
application_received1339;credit_check;analyst7;2023-01-30 00:46:30.882937;2023-01-30 01:58:31.107526
application_received1342;review_application;officer5;2023-01-30 01:47:14.423276;2023-01-30 02:04:29.047105
application_received1339;document_verification;verifier3;2023-01-30 01:58:31.107526;2023-01-30 02:10:28.506962
application_received1340;credit_check;analyst4;2023-01-30 00:57:33.578678;2023-01-30 02:10:43.153058
application_received1343;review_application;officer2;2023-01-30 01:54:36.452193;2023-01-30 02:11:32.332116
application_received1344;review_application;officer1;2023-01-30 01:55:35.017301;2023-01-30 02:12:56.849265
application_received1345;application_received;;2023-01-30 02:18:58.737846;2023-01-30 02:18:58.737846
application_received1340;document_verification;verifier1;2023-01-30 02:10:43.153058;2023-01-30 02:25:33.947664
application_received1345;review_application;officer4;2023-01-30 02:18:58.737846;2023-01-30 02:37:38.009047
application_received1346;application_received;;2023-01-30 02:47:05.540041;2023-01-30 02:47:05.540041
application_received1341;credit_check;analyst9;2023-01-30 01:46:29.969386;2023-01-30 02:48:29.139936
application_received1341;document_verification;verifier5;2023-01-30 02:48:29.139936;2023-01-30 03:00:00.517080
application_received1339;risk_assessment;risk7;2023-01-30 01:58:31.107526;2023-01-30 03:04:57.065281
application_received1339;application_approved;;2023-01-30 03:04:57.065281;2023-01-30 03:04:57.065281
application_received1342;credit_check;analyst5;2023-01-30 02:04:29.047105;2023-01-30 03:05:22.820143
application_received1346;review_application;officer3;2023-01-30 02:47:05.540041;2023-01-30 03:08:38.327351
application_received1343;credit_check;analyst8;2023-01-30 02:11:32.332116;2023-01-30 03:08:54.687145
application_received1340;risk_assessment;risk6;2023-01-30 02:10:43.153058;2023-01-30 03:16:44.582967
application_received1340;application_approved;;2023-01-30 03:16:44.582967;2023-01-30 03:16:44.582967
application_received1344;credit_check;analyst3;2023-01-30 02:12:56.849265;2023-01-30 03:17:06.306318
application_received1342;document_verification;verifier4;2023-01-30 03:05:22.820143;2023-01-30 03:17:51.420910
application_received1343;document_verification;verifier2;2023-01-30 03:08:54.687145;2023-01-30 03:19:47.928627
application_received1344;document_verification;verifier3;2023-01-30 03:17:06.306318;2023-01-30 03:27:28.950024
application_received1341;risk_assessment;risk8;2023-01-30 02:48:29.139936;2023-01-30 03:47:20.075737
application_received1341;application_rejected;;2023-01-30 03:47:20.075737;2023-01-30 03:47:20.075737
application_received1345;credit_check;analyst10;2023-01-30 02:37:38.009047;2023-01-30 03:49:12.490484
application_received1345;document_verification;verifier1;2023-01-30 03:49:12.490484;2023-01-30 04:03:05.420363
application_received1343;risk_assessment;risk5;2023-01-30 03:08:54.687145;2023-01-30 04:03:55.224410
application_received1343;application_approved;;2023-01-30 04:03:55.224410;2023-01-30 04:03:55.224410
application_received1342;risk_assessment;risk1;2023-01-30 03:05:22.820143;2023-01-30 04:13:05.807484
application_received1342;application_rejected;;2023-01-30 04:13:05.807484;2023-01-30 04:13:05.807484
application_received1346;credit_check;analyst6;2023-01-30 03:08:38.327351;2023-01-30 04:13:22.344824
application_received1344;risk_assessment;risk9;2023-01-30 03:17:06.306318;2023-01-30 04:15:12.697211
application_received1344;application_approved;;2023-01-30 04:15:12.697211;2023-01-30 04:15:12.697211
application_received1346;document_verification;verifier5;2023-01-30 04:13:22.344824;2023-01-30 04:28:03.912924
application_received1345;risk_assessment;risk4;2023-01-30 03:49:12.490484;2023-01-30 04:46:24.959987
application_received1345;application_approved;;2023-01-30 04:46:24.959987;2023-01-30 04:46:24.959987
application_received1346;risk_assessment;risk10;2023-01-30 04:13:22.344824;2023-01-30 05:27:10.643566
application_received1346;application_approved;;2023-01-30 05:27:10.643566;2023-01-30 05:27:10.643566
application_received1347;application_received;;2023-01-30 05:29:20.432645;2023-01-30 05:29:20.432645
application_received1348;application_received;;2023-01-30 05:40:32.167260;2023-01-30 05:40:32.167260
application_received1349;application_received;;2023-01-30 05:45:31.625268;2023-01-30 05:45:31.625268
application_received1347;review_application;officer5;2023-01-30 05:29:20.432645;2023-01-30 05:50:54.922810
application_received1348;review_application;officer2;2023-01-30 05:40:32.167260;2023-01-30 05:59:07.003294
application_received1349;review_application;officer1;2023-01-30 05:45:31.625268;2023-01-30 06:01:00.926893
application_received1350;application_received;;2023-01-30 06:48:38.304497;2023-01-30 06:48:38.304497
application_received1347;credit_check;analyst2;2023-01-30 05:50:54.922810;2023-01-30 06:49:43.270863
application_received1347;document_verification;verifier4;2023-01-30 06:49:43.270863;2023-01-30 07:02:57.627122
application_received1350;review_application;officer4;2023-01-30 06:48:38.304497;2023-01-30 07:05:18.047108
application_received1348;credit_check;analyst1;2023-01-30 05:59:07.003294;2023-01-30 07:06:35.139369
application_received1349;credit_check;analyst7;2023-01-30 06:01:00.926893;2023-01-30 07:11:45.317684
application_received1348;document_verification;verifier2;2023-01-30 07:06:35.139369;2023-01-30 07:18:32.355517
application_received1349;document_verification;verifier3;2023-01-30 07:11:45.317684;2023-01-30 07:24:47.840130
application_received1351;application_received;;2023-01-30 07:44:47.765370;2023-01-30 07:44:47.765370
application_received1347;risk_assessment;risk3;2023-01-30 06:49:43.270863;2023-01-30 08:00:30.998195
application_received1347;application_rejected;;2023-01-30 08:00:30.998195;2023-01-30 08:00:30.998195
application_received1348;risk_assessment;risk2;2023-01-30 07:06:35.139369;2023-01-30 08:01:45.263309
application_received1348;application_approved;;2023-01-30 08:01:45.263309;2023-01-30 08:01:45.263309
application_received1351;review_application;officer3;2023-01-30 07:44:47.765370;2023-01-30 08:02:09.036661
application_received1350;credit_check;analyst4;2023-01-30 07:05:18.047108;2023-01-30 08:14:15.024506
application_received1349;risk_assessment;risk7;2023-01-30 07:11:45.317684;2023-01-30 08:21:40.952126
application_received1349;application_approved;;2023-01-30 08:21:40.952126;2023-01-30 08:21:40.952126
application_received1350;document_verification;verifier1;2023-01-30 08:14:15.024506;2023-01-30 08:28:02.521298
application_received1351;credit_check;analyst9;2023-01-30 08:02:09.036661;2023-01-30 08:58:38.833033
application_received1351;document_verification;verifier5;2023-01-30 08:58:38.833033;2023-01-30 09:09:18.167382
application_received1350;risk_assessment;risk6;2023-01-30 08:14:15.024506;2023-01-30 09:21:36.113665
application_received1350;application_rejected;;2023-01-30 09:21:36.113665;2023-01-30 09:21:36.113665
application_received1352;application_received;;2023-01-30 09:38:11.898959;2023-01-30 09:38:11.898959
application_received1352;review_application;officer5;2023-01-30 09:38:11.898959;2023-01-30 09:56:46.374685
application_received1351;risk_assessment;risk8;2023-01-30 08:58:38.833033;2023-01-30 10:03:27.043342
application_received1351;application_rejected;;2023-01-30 10:03:27.043342;2023-01-30 10:03:27.043342
application_received1353;application_received;;2023-01-30 10:11:03.680243;2023-01-30 10:11:03.680243
application_received1354;application_received;;2023-01-30 10:23:02.237186;2023-01-30 10:23:02.237186
application_received1353;review_application;officer2;2023-01-30 10:11:03.680243;2023-01-30 10:35:29.887517
application_received1355;application_received;;2023-01-30 10:44:41.723051;2023-01-30 10:44:41.723051
application_received1354;review_application;officer1;2023-01-30 10:23:02.237186;2023-01-30 10:46:34.618304
application_received1352;credit_check;analyst5;2023-01-30 09:56:46.374685;2023-01-30 11:03:24.053712
application_received1355;review_application;officer4;2023-01-30 10:44:41.723051;2023-01-30 11:04:11.162910
application_received1356;application_received;;2023-01-30 11:07:27.206457;2023-01-30 11:07:27.206457
application_received1352;document_verification;verifier4;2023-01-30 11:03:24.053712;2023-01-30 11:15:50.156397
application_received1357;application_received;;2023-01-30 11:17:11.864505;2023-01-30 11:17:11.864505
application_received1356;review_application;officer3;2023-01-30 11:07:27.206457;2023-01-30 11:27:24.938569
application_received1357;review_application;officer5;2023-01-30 11:17:11.864505;2023-01-30 11:39:05.225053
application_received1358;application_received;;2023-01-30 11:39:15.398986;2023-01-30 11:39:15.398986
application_received1353;credit_check;analyst8;2023-01-30 10:35:29.887517;2023-01-30 11:39:21.604767
application_received1354;credit_check;analyst3;2023-01-30 10:46:34.618304;2023-01-30 11:46:43.355412
application_received1353;document_verification;verifier2;2023-01-30 11:39:21.604767;2023-01-30 11:49:52.624574
application_received1358;review_application;officer2;2023-01-30 11:39:15.398986;2023-01-30 11:55:10.583280
application_received1355;credit_check;analyst10;2023-01-30 11:04:11.162910;2023-01-30 11:59:16.565570
application_received1354;document_verification;verifier3;2023-01-30 11:46:43.355412;2023-01-30 12:00:28.070087
application_received1359;application_received;;2023-01-30 12:04:33.526964;2023-01-30 12:04:33.526964
application_received1355;document_verification;verifier1;2023-01-30 11:59:16.565570;2023-01-30 12:10:23.465826
application_received1352;risk_assessment;risk5;2023-01-30 11:03:24.053712;2023-01-30 12:11:35.504875
application_received1352;application_approved;;2023-01-30 12:11:35.504875;2023-01-30 12:11:35.504875
application_received1359;review_application;officer1;2023-01-30 12:04:33.526964;2023-01-30 12:27:04.569116
application_received1357;credit_check;analyst2;2023-01-30 11:39:05.225053;2023-01-30 12:36:15.807951
application_received1356;credit_check;analyst6;2023-01-30 11:27:24.938569;2023-01-30 12:37:18.039024
application_received1357;document_verification;verifier5;2023-01-30 12:36:15.807951;2023-01-30 12:50:10.164241
application_received1356;document_verification;verifier4;2023-01-30 12:37:18.039024;2023-01-30 12:50:30.108439
application_received1353;risk_assessment;risk1;2023-01-30 11:39:21.604767;2023-01-30 12:51:16.889763
application_received1353;application_approved;;2023-01-30 12:51:16.889763;2023-01-30 12:51:16.889763
application_received1354;risk_assessment;risk9;2023-01-30 11:46:43.355412;2023-01-30 12:55:23.007047
application_received1354;application_approved;;2023-01-30 12:55:23.007047;2023-01-30 12:55:23.007047
application_received1358;credit_check;analyst1;2023-01-30 11:55:10.583280;2023-01-30 13:02:14.300538
application_received1355;risk_assessment;risk4;2023-01-30 11:59:16.565570;2023-01-30 13:10:30.678925
application_received1355;application_approved;;2023-01-30 13:10:30.678925;2023-01-30 13:10:30.678925
application_received1358;document_verification;verifier2;2023-01-30 13:02:14.300538;2023-01-30 13:17:10.628907
application_received1357;risk_assessment;risk10;2023-01-30 12:36:15.807951;2023-01-30 13:31:19.313600
application_received1357;application_approved;;2023-01-30 13:31:19.313600;2023-01-30 13:31:19.313600
application_received1359;credit_check;analyst7;2023-01-30 12:27:04.569116;2023-01-30 13:34:56.511081
application_received1356;risk_assessment;risk3;2023-01-30 12:37:18.039024;2023-01-30 13:42:41.801785
application_received1356;application_approved;;2023-01-30 13:42:41.801785;2023-01-30 13:42:41.801785
application_received1359;document_verification;verifier3;2023-01-30 13:34:56.511081;2023-01-30 13:45:25.771864
application_received1360;application_received;;2023-01-30 14:02:23.010128;2023-01-30 14:02:23.010128
application_received1358;risk_assessment;risk2;2023-01-30 13:02:14.300538;2023-01-30 14:10:11.526906
application_received1358;application_rejected;;2023-01-30 14:10:11.526906;2023-01-30 14:10:11.526906
application_received1360;review_application;officer4;2023-01-30 14:02:23.010128;2023-01-30 14:20:12.836883
application_received1361;application_received;;2023-01-30 14:27:42.567588;2023-01-30 14:27:42.567588
application_received1362;application_received;;2023-01-30 14:32:11.801630;2023-01-30 14:32:11.801630
application_received1359;risk_assessment;risk7;2023-01-30 13:34:56.511081;2023-01-30 14:46:34.008575
application_received1359;application_approved;;2023-01-30 14:46:34.008575;2023-01-30 14:46:34.008575
application_received1361;review_application;officer3;2023-01-30 14:27:42.567588;2023-01-30 14:49:22.570965
application_received1362;review_application;officer5;2023-01-30 14:32:11.801630;2023-01-30 14:51:20.917325
application_received1360;credit_check;analyst4;2023-01-30 14:20:12.836883;2023-01-30 15:28:07.916407
application_received1360;document_verification;verifier1;2023-01-30 15:28:07.916407;2023-01-30 15:38:30.113207
application_received1363;application_received;;2023-01-30 15:46:58.416342;2023-01-30 15:46:58.416342
application_received1364;application_received;;2023-01-30 15:47:48.466334;2023-01-30 15:47:48.466334
application_received1362;credit_check;analyst5;2023-01-30 14:51:20.917325;2023-01-30 15:51:10.438067
application_received1361;credit_check;analyst9;2023-01-30 14:49:22.570965;2023-01-30 15:52:51.705114
application_received1365;application_received;;2023-01-30 15:58:20.129144;2023-01-30 15:58:20.129144
application_received1362;document_verification;verifier5;2023-01-30 15:51:10.438067;2023-01-30 16:01:17.766663
application_received1364;review_application;officer1;2023-01-30 15:47:48.466334;2023-01-30 16:05:27.240292
application_received1361;document_verification;verifier4;2023-01-30 15:52:51.705114;2023-01-30 16:05:57.460761
application_received1363;review_application;officer2;2023-01-30 15:46:58.416342;2023-01-30 16:07:07.885053
application_received1365;review_application;officer4;2023-01-30 15:58:20.129144;2023-01-30 16:19:15.071808
application_received1360;risk_assessment;risk6;2023-01-30 15:28:07.916407;2023-01-30 16:28:21.427616
application_received1360;application_rejected;;2023-01-30 16:28:21.427616;2023-01-30 16:28:21.427616
application_received1366;application_received;;2023-01-30 16:40:51.636317;2023-01-30 16:40:51.636317
application_received1367;application_received;;2023-01-30 16:44:49.321397;2023-01-30 16:44:49.321397
application_received1362;risk_assessment;risk8;2023-01-30 15:51:10.438067;2023-01-30 16:47:59.548575
application_received1362;application_approved;;2023-01-30 16:47:59.548575;2023-01-30 16:47:59.548575
application_received1366;review_application;officer3;2023-01-30 16:40:51.636317;2023-01-30 16:56:29.678868
application_received1361;risk_assessment;risk5;2023-01-30 15:52:51.705114;2023-01-30 17:01:49.680006
application_received1361;application_approved;;2023-01-30 17:01:49.680006;2023-01-30 17:01:49.680006
application_received1364;credit_check;analyst8;2023-01-30 16:05:27.240292;2023-01-30 17:06:35.535886
application_received1367;review_application;officer5;2023-01-30 16:44:49.321397;2023-01-30 17:09:04.867984
application_received1363;credit_check;analyst3;2023-01-30 16:07:07.885053;2023-01-30 17:12:41.995459
application_received1364;document_verification;verifier2;2023-01-30 17:06:35.535886;2023-01-30 17:19:35.691419
application_received1363;document_verification;verifier3;2023-01-30 17:12:41.995459;2023-01-30 17:25:41.628754
application_received1365;credit_check;analyst10;2023-01-30 16:19:15.071808;2023-01-30 17:31:14.867985
application_received1365;document_verification;verifier1;2023-01-30 17:31:14.867985;2023-01-30 17:42:59.469609
application_received1366;credit_check;analyst2;2023-01-30 16:56:29.678868;2023-01-30 17:52:39.275924
application_received1366;document_verification;verifier5;2023-01-30 17:52:39.275924;2023-01-30 18:04:41.003552
application_received1368;application_received;;2023-01-30 18:05:43.525623;2023-01-30 18:05:43.525623
application_received1367;credit_check;analyst6;2023-01-30 17:09:04.867984;2023-01-30 18:10:01.416428
application_received1369;application_received;;2023-01-30 18:11:55.473977;2023-01-30 18:11:55.473977
application_received1363;risk_assessment;risk9;2023-01-30 17:12:41.995459;2023-01-30 18:13:38.005241
application_received1363;application_approved;;2023-01-30 18:13:38.005241;2023-01-30 18:13:38.005241
application_received1364;risk_assessment;risk1;2023-01-30 17:06:35.535886;2023-01-30 18:16:00.310534
application_received1364;application_approved;;2023-01-30 18:16:00.310534;2023-01-30 18:16:00.310534
application_received1367;document_verification;verifier4;2023-01-30 18:10:01.416428;2023-01-30 18:22:40.304098
application_received1368;review_application;officer1;2023-01-30 18:05:43.525623;2023-01-30 18:22:47.107113
application_received1370;application_received;;2023-01-30 18:32:16.662422;2023-01-30 18:32:16.662422
application_received1365;risk_assessment;risk4;2023-01-30 17:31:14.867985;2023-01-30 18:33:14.499092
application_received1365;application_approved;;2023-01-30 18:33:14.499092;2023-01-30 18:33:14.499092
application_received1369;review_application;officer2;2023-01-30 18:11:55.473977;2023-01-30 18:36:54.496915
application_received1371;application_received;;2023-01-30 18:48:59.884047;2023-01-30 18:48:59.884047
application_received1370;review_application;officer4;2023-01-30 18:32:16.662422;2023-01-30 18:54:18.410415
application_received1366;risk_assessment;risk10;2023-01-30 17:52:39.275924;2023-01-30 19:00:23.628116
application_received1366;application_approved;;2023-01-30 19:00:23.628116;2023-01-30 19:00:23.628116
application_received1371;review_application;officer3;2023-01-30 18:48:59.884047;2023-01-30 19:05:35.268766
application_received1367;risk_assessment;risk3;2023-01-30 18:10:01.416428;2023-01-30 19:12:42.710279
application_received1367;application_approved;;2023-01-30 19:12:42.710279;2023-01-30 19:12:42.710279
application_received1368;credit_check;analyst1;2023-01-30 18:22:47.107113;2023-01-30 19:27:05.377937
application_received1368;document_verification;verifier2;2023-01-30 19:27:05.377937;2023-01-30 19:38:31.057727
application_received1369;credit_check;analyst7;2023-01-30 18:36:54.496915;2023-01-30 19:43:18.191756
application_received1372;application_received;;2023-01-30 19:44:50.731768;2023-01-30 19:44:50.731768
application_received1370;credit_check;analyst4;2023-01-30 18:54:18.410415;2023-01-30 19:50:47.068148
application_received1373;application_received;;2023-01-30 19:52:38.572130;2023-01-30 19:52:38.572130
application_received1369;document_verification;verifier3;2023-01-30 19:43:18.191756;2023-01-30 19:56:16.042166
application_received1370;document_verification;verifier1;2023-01-30 19:50:47.068148;2023-01-30 20:03:25.598384
application_received1371;credit_check;analyst5;2023-01-30 19:05:35.268766;2023-01-30 20:04:17.870650
application_received1372;review_application;officer5;2023-01-30 19:44:50.731768;2023-01-30 20:04:50.829210
application_received1374;application_received;;2023-01-30 20:06:54.687832;2023-01-30 20:06:54.687832
application_received1373;review_application;officer1;2023-01-30 19:52:38.572130;2023-01-30 20:15:04.989013
application_received1371;document_verification;verifier5;2023-01-30 20:04:17.870650;2023-01-30 20:17:56.609715
application_received1375;application_received;;2023-01-30 20:24:54.122017;2023-01-30 20:24:54.122017
application_received1374;review_application;officer2;2023-01-30 20:06:54.687832;2023-01-30 20:27:03.884804
application_received1368;risk_assessment;risk2;2023-01-30 19:27:05.377937;2023-01-30 20:38:00.753981
application_received1368;application_approved;;2023-01-30 20:38:00.753981;2023-01-30 20:38:00.753981
application_received1375;review_application;officer4;2023-01-30 20:24:54.122017;2023-01-30 20:43:00.602029
application_received1369;risk_assessment;risk7;2023-01-30 19:43:18.191756;2023-01-30 20:48:38.943930
application_received1369;application_approved;;2023-01-30 20:48:38.943930;2023-01-30 20:48:38.943930
application_received1370;risk_assessment;risk6;2023-01-30 19:50:47.068148;2023-01-30 20:54:20.496787
application_received1370;application_approved;;2023-01-30 20:54:20.496787;2023-01-30 20:54:20.496787
application_received1371;risk_assessment;risk8;2023-01-30 20:04:17.870650;2023-01-30 21:06:58.942357
application_received1371;application_approved;;2023-01-30 21:06:58.942357;2023-01-30 21:06:58.942357
application_received1376;application_received;;2023-01-30 21:06:59.437845;2023-01-30 21:06:59.437845
application_received1377;application_received;;2023-01-30 21:09:41.340542;2023-01-30 21:09:41.340542
application_received1372;credit_check;analyst9;2023-01-30 20:04:50.829210;2023-01-30 21:12:33.262839
application_received1372;document_verification;verifier4;2023-01-30 21:12:33.262839;2023-01-30 21:23:40.503359
application_received1373;credit_check;analyst8;2023-01-30 20:15:04.989013;2023-01-30 21:24:08.615770
application_received1377;review_application;officer5;2023-01-30 21:09:41.340542;2023-01-30 21:27:26.171819
application_received1374;credit_check;analyst3;2023-01-30 20:27:03.884804;2023-01-30 21:29:48.507099
application_received1376;review_application;officer3;2023-01-30 21:06:59.437845;2023-01-30 21:31:41.689083
application_received1378;application_received;;2023-01-30 21:37:46.065832;2023-01-30 21:37:46.065832
application_received1373;document_verification;verifier2;2023-01-30 21:24:08.615770;2023-01-30 21:38:28.230936
application_received1374;document_verification;verifier3;2023-01-30 21:29:48.507099;2023-01-30 21:43:21.605342
application_received1375;credit_check;analyst10;2023-01-30 20:43:00.602029;2023-01-30 21:45:44.441412
application_received1378;review_application;officer1;2023-01-30 21:37:46.065832;2023-01-30 21:53:09.052805
application_received1375;document_verification;verifier1;2023-01-30 21:45:44.441412;2023-01-30 22:00:10.362829
application_received1372;risk_assessment;risk5;2023-01-30 21:12:33.262839;2023-01-30 22:11:04.519980
application_received1372;application_approved;;2023-01-30 22:11:04.519980;2023-01-30 22:11:04.519980
application_received1377;credit_check;analyst2;2023-01-30 21:27:26.171819;2023-01-30 22:23:15.012203
application_received1373;risk_assessment;risk9;2023-01-30 21:24:08.615770;2023-01-30 22:24:30.986065
application_received1373;application_rejected;;2023-01-30 22:24:30.986065;2023-01-30 22:24:30.986065
application_received1379;application_received;;2023-01-30 22:25:54.974191;2023-01-30 22:25:54.974191
application_received1374;risk_assessment;risk1;2023-01-30 21:29:48.507099;2023-01-30 22:26:20.635976
application_received1374;application_rejected;;2023-01-30 22:26:20.635976;2023-01-30 22:26:20.635976
application_received1377;document_verification;verifier5;2023-01-30 22:23:15.012203;2023-01-30 22:33:30.287510
application_received1379;review_application;officer2;2023-01-30 22:25:54.974191;2023-01-30 22:41:21.088422
application_received1376;credit_check;analyst6;2023-01-30 21:31:41.689083;2023-01-30 22:46:08.603550
application_received1375;risk_assessment;risk4;2023-01-30 21:45:44.441412;2023-01-30 22:57:46.033434
application_received1375;application_approved;;2023-01-30 22:57:46.033434;2023-01-30 22:57:46.033434
application_received1376;document_verification;verifier4;2023-01-30 22:46:08.603550;2023-01-30 23:00:35.719102
application_received1378;credit_check;analyst1;2023-01-30 21:53:09.052805;2023-01-30 23:02:42.414283
application_received1378;document_verification;verifier2;2023-01-30 23:02:42.414283;2023-01-30 23:14:09.349611
application_received1380;application_received;;2023-01-30 23:30:27.472173;2023-01-30 23:30:27.472173
application_received1381;application_received;;2023-01-30 23:33:02.723035;2023-01-30 23:33:02.723035
application_received1377;risk_assessment;risk10;2023-01-30 22:23:15.012203;2023-01-30 23:36:59.093134
application_received1377;application_rejected;;2023-01-30 23:36:59.093134;2023-01-30 23:36:59.093134
application_received1376;risk_assessment;risk3;2023-01-30 22:46:08.603550;2023-01-30 23:41:29.248692
application_received1376;application_approved;;2023-01-30 23:41:29.248692;2023-01-30 23:41:29.248692
application_received1379;credit_check;analyst7;2023-01-30 22:41:21.088422;2023-01-30 23:41:40.949676
application_received1380;review_application;officer4;2023-01-30 23:30:27.472173;2023-01-30 23:50:25.401760
application_received1381;review_application;officer5;2023-01-30 23:33:02.723035;2023-01-30 23:53:33.959727
application_received1379;document_verification;verifier3;2023-01-30 23:41:40.949676;2023-01-30 23:54:40.024301
application_received1378;risk_assessment;risk2;2023-01-30 23:02:42.414283;2023-01-31 00:15:52.301641
application_received1378;application_approved;;2023-01-31 00:15:52.301641;2023-01-31 00:15:52.301641
application_received1380;credit_check;analyst4;2023-01-30 23:50:25.401760;2023-01-31 00:51:52.210213
application_received1379;risk_assessment;risk7;2023-01-30 23:41:40.949676;2023-01-31 00:52:47.353119
application_received1379;application_rejected;;2023-01-31 00:52:47.353119;2023-01-31 00:52:47.353119
application_received1381;credit_check;analyst5;2023-01-30 23:53:33.959727;2023-01-31 01:04:07.339850
application_received1380;document_verification;verifier1;2023-01-31 00:51:52.210213;2023-01-31 01:04:11.271260
application_received1382;application_received;;2023-01-31 01:11:18.401691;2023-01-31 01:11:18.401691
application_received1381;document_verification;verifier5;2023-01-31 01:04:07.339850;2023-01-31 01:16:24.600099
